clean_name,clalit,maccabi,meuhedet,leumit
פאני הרשקוביץ,0,0,0,0
פארס דראושה,0,0,0,0
פארס סלאמה,0,0,0,0
פביאנה בנימינוב,1,0,1,1
פבל אבי זולוטרבסקיי,1,1,0,0
פבלו רוסו,0,0,1,0
פהד סכס,1,0,0,0
פולינה אוסטרובסקי,0,1,1,0
פולינה שוורצמן,1,1,0,0
פזית שקד,0,0,0,0
פטרו פרקש,0,0,0,0
פטריסיה שבס,0,0,0,0
פטריק ג'ובראן,0,0,0,0
פטריק שטפלר,1,0,0,0
פיוטר מליקוב,0,0,0,0
פיזיובאלנס בע'מ,1,0,0,0
פיזיופיט,1,0,0,0
פיליפ בן סייד,0,0,0,0
פיליפ רוזינסקי,0,1,1,0
פינחס אהרוני,0,0,0,0
פיראס אבו רומחין,0,0,0,0
פיראס עזאם,0,0,0,0
פיראס פאהום,0,0,0,1
פירוז נאסר,0,0,0,0
פליקס בוקשטיין,0,0,0,0
פנדה פיזיותרפיה,0,0,0,0
פנחס שמעונוב,0,0,0,0
פסח מלניק,0,0,0,0
פסיה פרידמן רובין,0,0,0,0
פענוח ct,0,0,0,0
פענוח mri,0,0,0,0
פרולו קיור - prolo cure,0,0,0,0
פרופ שחף שיבר,0,0,0,0
פרופ' אבי בן הרוש,1,0,1,1
פרופ' אבי חפץ,0,0,0,0
פרופ' אבי סלומון,1,1,1,1
פרופ' אביבה לויטס,1,1,0,0
פרופ' אביגדור זליקובסקי,0,0,1,0
פרופ' אבישי גרופר,0,0,0,0
פרופ' אביתר אפרים,1,1,1,0
פרופ' אבנר בלקין,0,0,1,0
פרופ' אבנר טלר,0,0,0,0
פרופ' אבשלום שלום,1,1,1,1
פרופ' אדי קויפמן,0,1,1,1
פרופ' אהוד אטון,0,1,1,1
פרופ' אהוד ראט,1,1,1,1
פרופ' אופירה זלוטו,1,1,1,0
פרופ' אור קיזרמן,1,0,1,1
פרופ' אורי גבעון,0,0,0,0
פרופ' אורי סגל,1,0,0,0
פרופ' אורי רוזובסקי,0,0,0,0
פרופ' אוריאל שפירר,0,1,0,1
פרופ' איגור סוחוטניק,0,0,0,0
פרופ' אייל עמר,0,0,0,0
פרופ' אייל שטייר,0,0,0,0
פרופ' איל בן אסא,0,0,0,0
פרופ' איל רובינשטוק,0,0,0,0
פרופ' אילה פולק,0,0,0,0
פרופ' אילן ברוכים,1,1,0,0
פרופ' אילן ליבוביץ,1,0,1,1
פרופ' אילן רון,0,0,0,0
פרופ' אילן שמעון,1,0,0,1
פרופ' אירית ברקת,0,0,0,0
פרופ' איתי גת,0,0,0,0
פרופ' איתי לוטן,0,0,0,0
פרופ' איתי פרץ,1,1,1,1
פרופ' איתן מיזיריצקי,0,0,0,0
פרופ' אלה נפרסטק,0,0,0,0
פרופ' אלון ערן,0,0,0,0
פרופ' אלון פרס,0,0,0,0
פרופ' אלון קדם,0,0,1,0
פרופ' אלון שרים,0,0,0,0
פרופ' אלי הרשקוביץ,1,1,0,0
פרופ' אלי מזרחי,0,1,0,0
פרופ' אליהו לויטס,1,1,1,1
פרופ' אלינה וייסמן ברנר,0,0,0,0
פרופ' אלכס פרל (וולודרסקי),1,1,1,0
פרופ' אלכסנדר בלנקשטיין,0,0,0,0
פרופ' אמיר הרמן,1,1,1,1
פרופ' אמיר וייזר,1,1,1,1
פרופ' אמיר תירוש,0,0,0,0
פרופ' אסף זלצר,1,1,0,0
פרופ' אסקיאל פלמנוביץ',1,0,0,1
פרופ' ארז קכל,0,1,0,1
פרופ' ארי לשנו,0,0,0,1
פרופ' אריאל מני,0,0,0,0
פרופ' אריה אורנשטיין,0,0,0,0
פרופ' ארנון אליצור,0,0,0,0
פרופ' ארנון ברוידס,0,0,0,0
פרופ' ארנון כהן,0,1,1,1
פרופ' בוריס קירשטיין,1,1,1,0
פרופ' בן ציון יהושע,1,1,0,1
פרופ' בני אבידן,0,0,0,0
פרופ' בנימין וולוביץ,0,1,0,0
פרופ' ברוך ברנר,1,1,1,1
פרופ' ג'פרי קשוק,0,0,0,0
פרופ' גדעון אלמוגי,1,1,1,0
פרופ' גיא הידש,1,1,1,1
פרופ' גיא להט,0,0,0,0
פרופ' גיל אמריליו,0,0,0,0
פרופ' גיל בולוטין,1,1,0,1
פרופ' גיל בר סלע,1,1,0,0
פרופ' גיל סיגל,0,0,0,0
פרופ' גל מרקל,0,0,0,0
פרופ' גליה אורון,0,0,0,0
פרופ' גלעד הורוביץ,0,0,0,0
פרופ' גלעד רבינא,0,0,0,0
פרופ' ג׳וש שרודר,1,1,1,1
פרופ' ג׳ק בניאל,0,0,0,0
פרופ' דב פלדברג,1,1,1,1
פרופ' דוד גויטיין,1,1,1,1
פרופ' דוד ורסנו,1,0,0,1
פרופ' דוד חזן,0,1,1,0
פרופ' דוד טנה,0,0,0,0
פרופ' דוד לב רן,0,0,0,0
פרופ' דוד לוריא,0,0,0,0
פרופ' דוד ליפשיץ,1,1,1,1
פרופ' דוד מרגל,0,0,0,0
פרופ' דוד סוריאנו,0,1,1,1
פרופ' דוד רוט,0,0,0,0
פרופ' דין עד אל,0,0,0,0
פרופ' דמיטרי יניקייב,1,0,0,0
פרופ' דן עטר,1,0,0,0
פרופ' דן פליס,0,0,0,0
פרופ' דן קרטר,0,0,0,0
פרופ' דנה אגוזי,0,0,0,0
פרופ' דניאל לנדאו,1,1,1,1
פרופ' דניאל סילברברג,0,0,0,0
פרופ' דניאל קפלן,0,0,0,0
פרופ' דניה הירש קולרמן,0,0,0,0
פרופ' דפנה לנדאו,1,0,0,0
פרופ' דרור שובל,0,0,0,1
פרופ' דרורית הוכנר,0,0,0,0
פרופ' דריו פרייס,1,0,0,0
פרופ' הרצל בן חור,1,1,0,0
פרופ' זיו בן ארי,0,0,0,0
פרופ' זיו מזור,0,0,0,0
פרופ' חגית שופל - חבקוק,0,1,0,1
פרופ' חוסה כהן,1,1,1,1
פרופ' חיים גוטמן,0,0,0,0
פרופ' חיים טל,0,0,0,0
פרופ' חיים קריסי,0,0,0,0
פרופ' חיים ראובני,0,0,0,0
פרופ' חלף כרידין,0,0,0,1
פרופ' חן הלוי,0,0,0,0
פרופ' טובה ליפשיץ,1,1,1,1
פרופ' טומס שפיצר,1,0,1,1
פרופ' יאיר מורד,0,1,1,0
פרופ' יאיר פלד,0,0,0,0
פרופ' יגאל וולמן,0,0,0,0
פרופ' יגאל רוטנשטרייך,1,0,0,0
פרופ' יואב ברנע,0,1,0,0
פרופ' יואב ינון,0,0,0,0
פרופ' יואב פלד,0,0,0,0
פרופ' יובל קריגר,0,1,0,0
פרופ' יונה קוסאשוילי,1,1,1,1
פרופ' יונתן רוט,0,0,0,0
פרופ' יוסי סמורזיק,0,0,0,0
פרופ' יוסי רוסמן,0,0,0,0
פרופ' יוסף מזרחי,0,0,0,0
פרופ' יוסף פרדו,0,0,0,0
פרופ' יורם אגמון,1,1,1,1
פרופ' יורם וייל,0,0,0,0
פרופ' יניב ורשבסקי,1,0,0,1
פרופ' יעל הברמן זיו,0,0,0,1
פרופ' יעל פארן,0,0,0,0
פרופ' יעקב אולך,0,0,0,0
פרופ' יעקב גניזי,0,0,1,1
פרופ' יעקב לברון,0,0,0,0
פרופ' יעקב מלצר,0,0,0,0
פרופ' יצחק ביטון,1,1,1,1
פרופ' יקיר רוטנברג,0,0,0,0
פרופ' יריב יוגב,0,0,0,0
פרופ' ישראל מייזנר,0,0,0,0
פרופ' לאון גרינהאוס,0,0,0,0
פרופ' לואיס שנקמן,0,0,0,0
פרופ' ליאוניד סטרניק,1,1,1,1
פרופ' ליאור הלר,1,1,1,1
פרופ' ליאור פרל,0,0,0,0
פרופ' ליאור שגב,0,1,0,1
פרופ' ליאת סמואלוב,0,0,1,1
פרופ' לימור הלפמן,0,0,0,0
פרופ' לירן הירש,0,0,0,0
פרופ' מוריס הרטשטיין,0,0,0,0
פרופ' מחמוד סולימאן,1,0,1,1
פרופ' מיכאל דוידזון,0,0,0,0
פרופ' מיכאל דרקסלר,0,1,1,1
פרופ' מיכאל יונש,0,0,0,0
פרופ' מיכאל כינורי,0,1,1,1
פרופ' מיכל לאופר-פרל,0,0,0,0
פרופ' מיכל לונץ,0,0,0,0
פרופ' מיכל קובו השרוני,1,1,1,0
פרופ' מיקלוש באלה,1,1,1,1
פרופ' מעין קניגשטיין,0,0,0,1
פרופ' מעין שלמה,0,0,0,0
פרופ' מרדכי גוטמן,1,1,1,0
פרופ' מרדכי קראוס,1,1,0,0
פרופ' מרדכי קרמר,0,0,0,0
פרופ' מרואן עודה,0,0,0,0
פרופ' מרים דוידוביץ',0,0,0,0
פרופ' מרתה דירנפלד,0,0,0,0
פרופ' משה סויסה,1,1,1,1
פרופ' נאסר סקרן,1,1,1,0
פרופ' נדב משען,0,1,1,1
פרופ' נועם שוחט,0,1,0,0
פרופ' ניב פנקוביץ',0,0,0,0
פרופ' ניצה גולדנברג כהן,0,0,0,0
פרופ' ניקולה מאג'ו,0,0,0,0
פרופ' ניר וסרברג,1,1,1,1
פרופ' ניר לובצקי,0,0,0,0
פרופ' ניר סורקין,0,0,0,0
פרופ' סטיבן מלניק,1,0,0,0
פרופ' סיגלית בלומר,0,0,0,0
פרופ' סימונה גלסברג,1,0,0,0
פרופ' סמי ניטצקי,0,0,0,0
פרופ' סער מנחה,0,0,1,1
פרופ' סרגיי ספקטור,1,1,1,1
פרופ' עדי לוריאן,0,0,0,0
פרופ' עודד כהן,0,1,1,1
פרופ' עודד נחליאלי,0,1,1,0
פרופ' עופר בהריר,0,0,0,0
פרופ' עופר גמר,1,1,1,1
פרופ' עופר חבקוק,0,0,0,0
פרופ' עופר מרגלית,0,0,0,0
פרופ' עופר פאינרו,1,0,0,0
פרופ' עידו לסקוב,0,0,0,0
פרופ' עירית אביבי,0,0,0,0
פרופ' עמוס נאמן,1,1,1,0
פרופ' עמית אסא,0,0,0,0
פרופ' עמית תירוש,0,0,0,0
פרופ' ענת גפטר גוילי,0,0,0,0
פרופ' ערן ברזילי,0,0,0,0
פרופ' ערן הורוביץ,1,0,0,0
פרופ' ערן שדות,0,1,1,1
פרופ' ערן תמיר,0,1,0,0
פרופ' פואד עאזם,1,1,1,0
פרופ' פריד נחול,0,0,0,0
פרופ' פרנסיס סרור,1,0,0,0
פרופ' צבי בנטואיץ,0,0,0,0
פרופ' צביה בורגנסקי - אליאש,1,0,0,0
פרופ' קובי סתיו,1,1,0,1
פרופ' קרינה נינה קריידן חרץ,0,0,0,0
פרופ' ראובן צימליכמן,0,0,0,0
פרופ' רון בלוססקי,0,0,0,0
פרופ' רון האוזר,0,0,0,0
פרופ' רוני לוי,0,0,0,0
פרופ' רוני קולרמן,0,0,0,0
פרופ' רונית מכטינגר,0,0,0,0
פרופ' רונן דבי,1,1,1,1
פרופ' רונן דורסט,0,0,0,0
פרופ' רועי אלדור,0,0,0,0
פרופ' רועי לנדסברג,0,1,1,0
פרופ' רועי מנו,1,1,0,0
פרופ' רינת גבאי בן זיו,0,0,0,0
פרופ' רלי הרשקוביץ,0,0,0,0
פרופ' רם אלעזרי,1,1,1,1
פרופ' רן כץ,1,1,0,0
פרופ' רענן ברגר,0,0,0,0
פרופ' רפאל בן אוליאל,0,0,0,0
פרופ' רפאל פיינמסר,1,1,0,1
פרופ' רפאל רוסו,1,1,1,1
פרופ' שי גולן,1,0,0,1
פרופ' שי שבת,0,0,0,0
פרופ' שמואל עיני,0,0,0,0
פרופ' שמואל פוקס,0,0,0,0
פרופ' שפרה לברטובסקי,0,0,0,0
פרופ' שרה שמעוני,1,0,1,1
פרופ' שרון אבנת תמיר,0,1,0,1
פרופ' שרון מסלוביץ,0,0,0,0
פרופ' שרון פרלמן,0,0,0,0
פרופ' שרינה לוי מנדלוביץ',0,0,0,0
פרופ` ג'ק בניאל,0,0,0,0
פרופ` זיו גיל,0,0,1,1
פרופ` יקי כהן,0,0,0,1
פרופ` מיכאל ויסבורד,0,0,0,0
פרופיל דוגמא,0,0,0,0
פרופיל דוגמה,1,1,0,0
פרופסור אבי סבג,0,0,0,0
פרופסור אביעד כהן,0,0,0,0
פרופ׳ אורי אלבז,1,0,0,0
פרופ׳ אליזבט הלף,0,0,0,0
פרופ׳ אנדרי קידר,1,1,0,1
פרופ׳ גלעד רגב,1,0,0,0
פרופ׳ טל וייסבאך,0,0,0,0
פרופ׳ טל מרום,0,0,0,0
פרופ׳ יעקב ביקלס,0,0,0,0
פרופ׳ סאמר ח'טיב,1,1,1,1
פרופ׳ עודד הרשקוביץ,0,0,0,0
פרופ׳ עידו שטראוס,0,0,0,0
פרופ׳ עמיחי רוטנשטרייך,0,0,0,0
פרופ׳ רוני טפר,0,0,0,0
פרופ’ אהוד רענני,1,1,1,1
פרופ’ שמי קרסו,0,0,0,0
פריאל גרנות,0,0,0,0
פרנק אטלן,1,0,1,0
צבי גוטמכר,0,0,0,0
צבי גור,1,1,1,1
צבי חי ברנע,0,0,0,0
צבי חן,0,0,0,0
צבי מילוא,1,0,0,0
צבי פוס,0,0,0,0
צביה פיי-כרמון,0,0,0,0
צביקה שטיינברגר,0,0,0,0
צוני סיגל,0,0,0,0
צח שרוני,0,0,0,0
צחי כהן,0,0,0,0
צחי סטמפלר,0,0,0,0
צחי שלקוביץ,0,1,1,0
ציפי שלם,0,0,0,0
קארין אריש,0,0,0,0
קובי  בנעים,0,0,0,0
קונסטנטין למיקין,0,1,1,0
קונסטנטין קגסוב,0,0,0,0
קוקוי לסיה (אולגה),0,0,0,0
קורין הרשקוביץ,0,0,0,0
קורנליוס נאסר,0,0,0,0
קטי שלוש,0,0,0,0
קטיה אלגרט,0,1,0,0
קטיה דולניקוב,0,0,0,0
קטיה דיזיצר,0,0,0,0
קטיה מקלר,1,0,0,0
קטיה סואבצקין,0,0,0,0
קטיה צ'אפצ'אי  dr. katya chapchay,0,0,0,0
קטרינה,0,0,0,0
קטרינה צ'רמיסין,0,0,0,0
קידר סרגיי,0,0,0,0
קיורר & ג'קסון,0,0,0,0
קינטיקס פיזיותרפיה ורפואת ספורט,1,0,0,0
קלאודיה לובנסקי,0,0,0,0
קליניקת מייקאובר makeover,0,0,0,0
קסניה קליין,0,0,0,0
קרין יעקובי-ביאנו,0,0,0,0
קרינה פוברצ'יק,0,0,0,0
קריסטינה זסלבסקי,0,0,0,0
קרלוס אידסס,0,1,1,0
קרלוס סימון,1,0,1,1
קרם עאמר,0,1,0,0
קרן אור זהבי,0,0,0,0
קרן אספרנה,0,0,0,0
קרן בושי - פיזיותרפיסטית,1,0,0,0
קרן בן ארי מעוז,0,1,0,0
קרן וייסנברג,0,0,0,0
קרן חיה כהן,0,0,0,0
קרן חמישה,0,1,1,0
קרן חת שוער,1,0,0,0
קרן יצחקי,0,0,0,0
קרן עמיאל,0,0,0,0
קרן רגב,0,0,0,0
קרן רום,0,0,0,0
קרן שם-טוב יונה,0,0,0,0
קשת רפואה - מרכז מומחים לאורתופדיה וכאב,0,0,0,0
קתרין חטיב סאחורי,0,0,0,0
ר דניאלה לזרוביץ',0,0,0,0
ראובן אקרמן,0,1,0,1
ראובן ישי,0,0,0,0
ראובן משיח,0,0,0,0
ראיד דלאל,0,0,0,0
ראיד חורי,0,0,0,0
ראיד עודה,0,0,0,0
ראמי גועבה,1,0,1,1
ראמי חורי,0,0,0,0
ראמייה פרמצ'נדרן - גאיה דנטל,0,0,0,0
ראני סוטי,0,0,0,0
ראפי חדאד,0,1,0,1
ראפת עביד,0,0,0,0
ראשאד סובח,0,0,0,0
רבאב ג'רג'ורה שוקייר,0,0,0,0
רבחי מנסור,1,0,0,0
רביע אדומי,0,0,0,0
רביע קאסם,1,1,0,0
רביע שחאדה,1,0,0,0
רבקה דייויס,0,0,0,0
רג'א נדאף,0,0,0,0
רגדה עבדאללה-אסלן,0,0,0,1
רדה זלטקין,0,0,0,0
רוברט וינשטוק,0,0,0,0
רוברט חדמי,0,0,0,0
רוברט יוסופוב,0,0,0,0
רוברט סטרן,0,0,0,0
רוברטו שפיגלמן,1,0,1,1
רוג'ה נג'אר,0,0,0,0
רוזי פלג,0,0,0,0
רוזנשטיין זאב,0,0,0,0
רוי הימל,0,0,0,0
רוי טמאן,0,0,0,0
רויטל גלעד,0,0,0,0
רויטל לינדר,1,0,0,0
רויטל פרסמן,0,0,0,0
רויטל שיראל,0,0,0,0
רוית גינת קוטון,0,0,0,0
רוית ינקו,0,0,1,0
רום מתן,0,0,0,0
רום קשת,0,0,0,0
רומן איטלמן,0,0,0,0
רומן איצקוביץ',0,0,0,0
רומן בס,0,1,0,0
רומן גרינברג,0,0,0,0
רומן מאירוביץ',0,0,0,0
רומן קיבלר,0,0,0,0
רון אלזמי,0,0,0,0
רון ארבל,1,1,1,1
רון בטש,0,1,1,0
רון בן יצחק - בשיבה בריאה,1,1,0,1
רון גולן,0,0,0,0
רון גילת,0,0,0,0
רון טנצר,0,0,0,0
רון יניב,0,0,0,0
רון יפה,0,0,0,0
רון עזריה ו רועי ענבר,0,0,0,0
רון פישל,0,0,0,0
רון פלק,0,0,0,0
רון פרי,0,0,0,0
רון קורמן,0,0,0,0
רון רוזנטל,1,1,1,1
רון שינמן,0,0,0,0
רון תורתי-גבעתי,0,0,0,0
רונזא נג'אר,0,0,0,0
רוני אברהמי,0,0,0,0
רוני אייכל,0,0,0,0
רוני איתן,0,0,0,0
רוני אמיד,0,0,0,0
רוני גלעד,0,0,1,0
רוני דקר,0,0,0,0
רוני טומשב,0,1,0,0
רוני כהן,1,0,0,1
רוני כוחן,0,0,0,0
רוני לבנשטיין,0,0,0,0
רוני מוסקונה,0,0,0,0
רוני נאסר,0,0,0,0
רוני קוליאקוב,1,0,0,1
רוני רהב,0,0,0,0
רוני רוזן,0,1,1,0
רוני שפירא-פרומר,0,0,0,0
רונית ברק,0,0,0,0
רונית גרון,0,0,0,0
רונית מושונוב,0,0,0,0
רונית עשת,1,0,0,0
רונית פרילינג,0,0,0,0
רונן איידלשטיין,0,0,0,0
רונן בן יוסף,0,0,0,0
רונן גלילי,0,0,0,0
רונן גספר,0,0,0,0
רונן דקלו,0,0,0,0
רונן חדי כהן,0,0,0,0
רונן מגון,0,0,0,0
רונן פומפ,0,0,0,0
רוסטיסלב נובק,0,0,0,0
רוסטיסלב שטלמך,0,0,0,0
רוסלן סוקולוב,1,0,1,0
רועי דעבול,0,0,0,0
רועי הולנד,0,0,0,0
רועי הולצמן,0,0,0,0
רועי ויתקון,0,0,0,0
רועי מורג,1,1,0,0
רועי סינגולדה,0,0,0,0
רות בלוך,0,0,0,1
רות גור,0,1,0,1
רות וינברג,0,0,0,0
רות יוסוביץ אולרייך,0,0,0,0
רות פרץ,0,0,0,0
רות פרצ'יק,0,0,0,0
רות שוורצמן כהן,0,0,0,0
רותם ענבר,0,0,0,0
רותם צור,0,0,0,0
רז בכר,0,0,0,0
רחל גפן,0,0,0,0
רחל ענר,0,0,0,0
ריאד חניפס,0,0,0,0
ריבה פיינמן,0,0,0,0
ריבי חייט פקטור,0,0,0,0
ריזאן נאשף,1,0,0,0
ריחניאן ראם,0,0,0,0
ריטה אליאנוב,0,0,0,0
ריטה קפוסטיאנסקי,0,0,0,0
רים ח'ורי,0,0,0,0
רים מסאלחה עסלי,0,0,0,0
רים סלים זידאן,0,0,0,0
רימה לאופר בריטבה,0,0,0,0
רינה גבריאלי,0,0,0,0
רינה טמיר יניב,1,0,1,0
רינה ענבר,0,0,0,0
רינת קהת,0,0,0,0
ריקי ברגל בסון,0,0,1,0
רלי רייכר,0,0,0,0
רם ירון,0,0,0,0
רם מור,0,0,0,0
רמזי קורד,0,0,0,0
רמי בלבנובסקי,0,0,0,0
רמי כרדוש,0,0,0,0
רמי סמור,0,0,0,0
רמי פוגל,0,1,0,0
רמית מעוז,0,0,0,0
רן אשר,0,0,0,0
רן בראונר,0,0,0,0
רן טיין,0,0,0,0
רן טליסמן,1,1,0,0
רן מטלוב קורמס,0,1,0,0
רן נגר,0,0,0,0
רן עצמון,0,0,0,0
רן שטיין,0,0,0,0
רנה חנא,1,1,1,1
רני אבו עיטה,0,0,0,1
רני פולק,0,0,0,0
רנין מסארוה,0,0,0,0
רנין שחאדה משעור,1,0,0,0
רעות הלפרין,0,0,0,0
רענן שגב,0,0,0,0
רפאל בולדס,0,0,0,0
רפאל ברון (בבקוב),0,0,0,0
רפאל הימל,0,0,0,0
רפאל הלקובר,0,1,0,0
רפאל מילר,0,0,0,0
רפאל משעניה m.ost,0,0,0,0
רפאל סריקוב,0,0,0,0
רפאל פיטוסי,0,0,0,0
רפאל רוזנסקי,0,0,0,0
רפואת שיניים בארבע ידיים,0,0,0,0
רפי קליין,0,1,1,1
רפית דרורי וסרברג,0,0,0,0
שאדי אבו סויס,1,0,0,0
שאדי חורי,0,1,0,0
שאדי כרכבי,0,0,0,0
שאדי סעדיה,0,0,0,0
שאדי עבדאללה,0,0,0,0
שאדי שחאדה,0,0,0,0
שאול דוידוביץ,0,0,0,0
שגיא בלבן,0,0,0,0
שגיא חי,0,0,0,0
שגית באטון,0,0,0,0
שגית משולם דרזון,0,0,0,0
שגית שושן,1,0,0,0
שגית שטרן שביט,0,0,0,0
שהם אליאס,1,1,0,0
שולמית לוריא,0,0,0,0
שולמית שורץ,1,1,1,0
שושנה דוד,0,1,0,0
שושנה שפירר,0,0,0,0
שחק יריב,0,0,0,0
שחר בלחש,0,0,0,0
שחר בת ציון,0,0,0,0
שחר גבע,0,0,0,0
שחר דריי,0,0,0,0
שחר טורפז,0,0,0,0
שחר קרן,0,0,0,0
שי אופיר גבע,0,0,0,0
שי ארליך,0,0,0,0
שי ברמן,0,1,1,0
שי ברנס,0,0,0,0
שי גוטפרוינד,0,1,0,0
שי גנדלר,0,0,0,0
שי ליבזון,1,0,1,0
שי מטלון,0,0,0,0
שי מרון אלדר,1,1,1,0
שי פוקס,0,0,0,0
שי פקטור,0,0,0,0
שי קהת אופיר,1,1,1,1
שי קרן,1,0,0,1
שי שמש,1,1,1,0
שי שניידר,0,1,0,0
שיקומלא דורון יואלי פיזיותרפיה,0,0,0,0
שיר דר,0,0,0,0
שיר קרנר,0,0,0,0
שיר שמיר,0,0,1,0
שירה אליאב,0,0,0,0
שירה אסבן,0,0,0,0
שירה גיל פישמן,0,0,0,0
שירה הראל,0,0,0,0
שירה חתומי,1,0,0,0
שירה פינשטיין,0,0,0,0
שירה רביב,0,0,0,0
שירה שור,0,1,0,0
שירי גורדון - פליקס,0,0,0,0
שירי וינברג הנדל,0,0,0,0
שירי רון ברצ'ילון,0,0,0,0
שירין חאמד עזאם,0,1,1,0
שירין שיראזיאן ברכה,0,0,0,0
שירית כזום בייזר,0,0,0,0
שירלי אבירי - וייסל,0,0,0,0
שירלי בוקאי,0,0,0,0
שירלי בן-עמי קורנט,1,0,0,0
שירלי יניב,0,0,0,0
שירלי שוחט,1,0,0,0
שירן ברי,0,0,0,0
שירן ברששת,0,0,0,0
שירן רייס הוס,0,0,0,1
שכטר מנחם,0,1,1,0
שלהב איזנברג מלמוד,0,0,0,0
שלומי לדרמן,0,0,0,0
שלומי ריימן,0,0,0,0
שלומית מחלב שיבי,0,0,0,0
שלומית קורן,0,0,0,0
שלי ליכטנברג קשת,0,0,0,0
שלמה אליאס,0,0,0,0
שלמה כהן,0,0,0,0
שלמה לזרוביץ',0,0,0,0
שלמה מרחבי,1,0,0,1
שמאלי שמאלי,0,0,0,0
שמואל אזרואל,0,0,0,0
שמואל גרוס,0,0,0,0
שמואל גרפי,0,0,0,0
שמואל לוי,0,0,0,0
שמואל רויזמן,1,1,1,0
שמוליק יצחק,0,0,0,0
שמוליק מאירסדורף,0,0,1,0
שמוליק ענבר,1,0,0,0
שמעון ארונהיים,0,0,0,0
שמעון ספוז'ניקוב,0,0,0,0
שמעון קולקר,0,0,0,0
שנטל זיתון-אזוגי,0,0,0,0
שני זילברמן איצקוביץ,0,0,0,0
שני ליפמן,0,0,0,0
שני סולטנוב,0,0,0,0
שני קולפ,0,0,0,0
שני שרמן,0,0,0,0
שניר דקלו,0,0,0,0
שניר הלר,1,0,0,0
שנן שר אוסטאופת בכיר 33 שנות נסיון,0,0,0,0
שקד דלה פרגולה,0,0,0,0
שקד מנשה,0,0,0,0
שרה כהן,0,0,0,0
שרה סלע,0,1,0,0
שרה-לין וייס,0,0,0,0
שרון אדם,0,0,0,0
שרון אסרף,0,0,0,0
שרון ארמרניק,0,0,0,0
שרון ביאליסטוק,0,0,0,0
שרון בלום מאירוביץ,0,0,0,0
שרון בן ברוך,0,0,0,0
שרון ברכר זכאי,0,0,0,0
שרון ברנר,0,0,0,0
שרון ברקוביץ,0,0,0,0
שרון גוטמן רובינס,0,1,0,0
שרון גרינפלד,0,0,0,0
שרון זנדבנק,0,1,0,1
שרון ינושבסקי,0,0,0,0
שרון מרקו כהן,0,0,0,0
שרון צחורי,0,0,0,0
שרונה צ'רניאק,0,0,0,0
שרית ברק,0,0,0,0
שרית רוזנפלד - מרפאת מומחים ברפואת השיניים,0,0,0,0
תאי פריזם,0,0,1,0
תאמר חלאילה,0,0,0,0
תאמר סייד אחמד,0,0,0,0
תהל אלטמן,0,0,0,0
תומר איזנברג,1,0,0,0
תומר גרינר,0,0,0,0
תומר חזן,0,0,0,0
תומר חרס,0,0,0,0
תומר כהן,1,1,0,0
תומר פורטנוי,0,0,0,0
תומר פרלוק,0,0,0,0
תומר שחר,0,0,0,0
תות גלאי,0,0,0,0
תחסין יונס,0,0,0,0
תירוש פיזיותרפיה וספורט,1,0,0,0
תלס מוחמד,1,0,0,1
תם אלקסלסי,0,0,0,0
תמי פרנקל,0,0,0,0
תמי ציוני,1,0,0,0
תמי ליאורה מגן,0,0,0,0
תמיר וינברג,0,0,0,0
תמיר שי,0,0,0,0
תמר אברמוביץ,0,0,0,0
תמר אדהאן,0,0,0,0
תמר איצקוביץ,0,0,0,0
תמר אלרם,0,0,0,0
תמר גרין,0,0,0,0
תמר דוקרסקי מרקס,0,0,0,0
תמר הלפרין בן עמי,0,0,0,0
תמר פינקלשטיין,0,0,0,0
תמר צור,0,0,0,0
תמר קורן,0,0,0,0
תמר שלו,0,1,0,1
תמר שפרן,0,0,0,0
תמרה אליזוב-פישל,0,0,0,0
תנע פזיותרפיה,1,0,0,0
תרצה נעמן,0,0,0,0
‎פולס פיזיו - pulse physio‎,1,0,0,0
‏זהר בן הרואה,0,0,0,0
